SBSCR_NBR,SOURCE_PATIENT_ID,EMPI,MBR_LST_NM,MBR_MIDL_INIT,MBR_FST_NM,MBR_GDR_CD,BTH_DT,CONTR_CURR_PLN_NM,CONTR_NBR,CONTR_PBP,CONTR_NBR_PBP,CURR_MBI,DTH_DT,RECORD_START_DT,RECORD_END_DT,MBR_ADR_LOC_ADR1,MBR_ADR_LOC_ADR2,MBR_ADR_LOC_CTY,MBR_ADR_LOC_ST_CD,MBR_ADR_LOC_ZIP_CD,SBSCR_CNTY_NM,MBR_DO_NOT_CNTC_FLG,ASSIGNED_PROVIDER_NPI,ASSIGNED_TIN
592013124,92745-3J23X85PX21T,1023187451,HUNTER,G,BRENDA,female,1977-11-02,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8N33G21YG07,,12/01/2025,12/31/2025,48 CEDAR AVE,,WEST CATHERINE,NY,14206,,N,8237393774,511009662
676676716,67702-5U35LC6XQ24T,1023187260,HALL,E,SEAN,female,1959-06-14,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4Y95QG2TK66,,05/01/2024,05/31/2024,9107 HILL DR,,NEW PHYLLISLAND,NY,14588,,N,7519739778,667564993
382013778,10580-2WT3T71MZ16T,1023187262,POINDEXTER,K,ERICA,female,1948-12-09,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3AE4W81ET76,,01/01/2025,02/28/2025,499 RIDGE TER,APT 15A,MILLSTOWN,NY,14289,,N,8112175239,406304617
382013778,10580-2WT3T71MZ16T,1023187262,POINDEXTER,R,MICHAEL,female,1948-04-03,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,3AE4W81ET76,,01/01/2026,12/31/2099,467 FOREST LN,STE 20F,LAKE HAILEY,NY,14227,,N,8112175239,406304617
382013778,10580-2WT3T71MZ16T,1023187262,POINDEXTER,B,JAMES,female,1948-08-05,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3AE4W81ET76,,03/01/2025,03/31/2025,7866 FOREST BLVD,UNIT 2A,HERNANDEZTON,NY,14270,,N,8112175239,406304617
382013778,10580-2WT3T71MZ16T,1023187262,POINDEXTER,R,ROSS,female,1948-02-24,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,3AE4W81ET76,,04/01/2025,12/31/2025,2625 HIGHLAND DR,APT 13D,SOUTH SHANNON,NY,14234,,N,8112175239,406304617
382013778,10580-2WT3T71MZ16T,1023187262,POINDEXTER,H,ZOE,female,1948-01-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3AE4W81ET76,,06/01/2024,12/31/2024,1055 RIVER CT,APT 12G,SPEARSFORT,NY,14222,,N,8112175239,406304617
776996640,70128-9UV1TF4ME22T,1023187270,MCCALL,E,MICHEAL,female,1959-11-09,UHC Dual Complete NY-S4 (HMO-POS D-SNP),H6288,017,H2589-773,9YK3WJ6EX05,,01/01/2025,12/31/2025,6288 HILL CT,,GARRISONVILLE,NY,14050,,N,4788606809,667564993
776996640,70128-9UV1TF4ME22T,1023187270,MCCALL,B,EMILY,female,1959-07-07,UHC Dual Complete NY-S4 (HMO-POS D-SNP),H6288,017,H2589-773,9YK3WJ6EX05,,01/01/2026,12/31/2099,170 VALLEY WAY,,LAWRENCEFURT,NY,14053,,N,4788606809,667564993
776996640,70128-9UV1TF4ME22T,1023187270,MCCALL,D,MICHAEL,female,1959-02-26,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9YK3WJ6EX05,,07/01/2024,12/31/2024,5544 BROADWAY TER,,STEVENBURY,NY,14034,,N,4788606809,667564993
177931276,95551-3RA2EN6OQ25T,1024462352,MCGRADY,,ALISON,female,1988-02-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4VM2XR2KK16,,01/01/2025,12/31/2025,7859 PARK PL,STE 11C,AMANDASIDE,NY,14082,,N,8112175239,253623855
177931276,95551-3RA2EN6OQ25T,1024462352,MCGRADY,,RICK,female,1988-12-13,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4VM2XR2KK16,,01/01/2026,01/31/2026,3884 PARK PL,APT 18B,KAYLEEVILLE,NY,14055,,N,8112175239,253623855
177931276,95551-3RA2EN6OQ25T,1024462352,MCGRADY,,TRACY,female,1988-12-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4VM2XR2KK16,,08/01/2024,12/31/2024,7105 LAKE CT,APT 2D,ANDREWSSIDE,NY,14067,,N,8112175239,253623855
250273277,13153-0Y58HJ7XL76T,1023484645,PATEL,G,SHAWN,female,1944-01-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8C70AN1TQ08,,01/01/2025,01/31/2025,2739 PELHAM TER,UNIT 2D,SMITHTOWN,NY,13241,,N,6130549963,371001847
250273277,13153-0Y58HJ7XL76T,1023484645,PATEL,M,DEAN,female,1944-02-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8C70AN1TQ08,,05/01/2024,12/31/2024,8160 BOSTON DR,STE 16G,PORT MICHELLEBOROUGH,NY,13208,,N,6130549963,371001847
683152627,21955-6JH7EZ5DC76T,1023222460,HILBERT,,AMANDA,female,1967-09-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8NR7XD7VR74,,01/01/2025,12/31/2025,112 RIDGE WAY,STE 1A,SHAUNMOUTH,NY,14097,,N,8606225354,384802848
683152627,21955-6JH7EZ5DC76T,1023222460,HILBERT,,JOSEPH,female,1967-09-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8NR7XD7VR74,,06/01/2024,12/31/2024,4748 HIGHLAND TER,APT 3A,NORTH MARCUS,NY,14094,,N,8606225354,384802848
172998076,10213-9Q32PS4KH00T,1023222934,KLOTZ,K,CHRISTOPHER,female,1948-04-12,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1U97UW7HA60,,06/01/2024,07/31/2024,1787 BROOK AVE,,RYANTOWN,NY,13220,,N,2587981835,371001847
773064485,11489-7QC6SD9RW42T,1024739443,MCDUFFY,,JASON,male,1942-01-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7UG3JH1WF90,,01/01/2025,01/31/2025,4152 VALLEY WAY,STE 20F,GARDNERVILLE,NY,11215,,N,6583947195,824292717
894845183,17879-2BJ4M59QV28T,1023222773,MILLER,,LAUREN,female,1957-06-10,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,8FX1H18JM06,,01/01/2025,02/28/2025,1161 CHURCH LN,,THOMASFURT,NY,14217,,N,8112175239,406304617
894845183,17879-2BJ4M59QV28T,1023222773,MILLER,,LORI,female,1957-05-12,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8FX1H18JM06,,01/01/2026,12/31/2099,4530 AMSTERDAM ST,,EAST ALICIA,NY,14252,,N,8112175239,406304617
894845183,17879-2BJ4M59QV28T,1023222773,MILLER,,KAREN,female,1957-10-07,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,8FX1H18JM06,,03/01/2025,05/31/2025,5441 JEROME RD,,JOSEPHBURY,NY,14251,,N,8112175239,406304617
894845183,17879-2BJ4M59QV28T,1023222773,MILLER,,CHERYL,female,1957-02-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8FX1H18JM06,,06/01/2025,12/31/2025,7122 RIDGE AVE,,ANDREASTAD,NY,14295,,N,8112175239,406304617
580792727,93384-8ZZ7QI0KL19T,1023222784,DRENNEN,P,CHARLES,female,1969-02-08,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6DP1KM4HQ92,,01/01/2025,07/31/2025,1379 MADISON PL,,EAST TAMMYVIEW,NY,14669,,N,7519739778,667564993
580792727,93384-8ZZ7QI0KL19T,1023222784,DRENNEN,E,JAKE,female,1969-02-05,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6DP1KM4HQ92,,06/01/2024,10/31/2024,8886 LINCOLN BLVD,,FISHERHAVEN,NY,14640,,N,8371019836,667564993
580792727,93384-8ZZ7QI0KL19T,1023222784,DRENNEN,C,CASSANDRA,female,1969-06-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6DP1KM4HQ92,,11/01/2024,12/31/2024,3895 AMSTERDAM CT,,CAMPOSBERG,NY,14626,,N,7519739778,667564993
899294870,83743-6YK7HY3DT19T,1024064217,TORBAY,F,RENEE,female,1959-08-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2CV2AC3VW11,,01/01/2025,04/30/2025,5416 HIGHLAND RD,,CHRISTINABOROUGH,NY,11269,,N,9753960353,183493796
899294870,83743-6YK7HY3DT19T,1024064217,TORBAY,S,KYLE,female,1959-10-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2CV2AC3VW11,,01/01/2026,12/31/2099,8619 HIGHLAND ST,,JOHNSONBURY,NY,11270,,N,9753960353,183493796
899294870,83743-6YK7HY3DT19T,1024064217,TORBAY,N,TRAVIS,female,1959-08-07,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2CV2AC3VW11,,05/01/2025,12/31/2025,5209 CHURCH WAY,,DAVISBURGH,NY,11207,,N,9753960353,183493796
899294870,83743-6YK7HY3DT19T,1024064217,TORBAY,A,KYLE,female,1959-05-27,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2CV2AC3VW11,,06/01/2024,11/30/2024,5261 PARK CT,,ELIZABETHSIDE,NY,11210,,N,9753960353,183493796
899294870,83743-6YK7HY3DT19T,1024064217,TORBAY,F,CHRISTINA,female,1959-02-08,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2CV2AC3VW11,,12/01/2024,12/31/2024,6110 WASHINGTON BLVD,,SOUTH APRIL,NY,11291,,N,9753960353,183493796
480303425,15906-5T45TW2NB15T,1024802090,WOLF,M,RYAN,male,1959-06-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2X56WA2UC45,,01/01/2025,03/31/2025,8001 CEDAR LN,STE 11D,NORTH BRIANSIDE,NY,14270,,N,2569949560,684633220
480303425,15906-5T45TW2NB15T,1024802090,WOLF,B,MELISSA,male,1959-01-11,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2X56WA2UC45,,08/01/2024,12/31/2024,9073 LAKE TER,STE 12G,NORTH RAYMONDMOUTH,NY,14235,,N,2569949560,684633220
881361526,42794-0TB0UT8SE08T,1024064378,JEFFRIES,,SANDRA,male,1959-05-23,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2XF3PX2PX71,,01/01/2025,12/31/2025,5893 LAKE TER,,NEW KIMBERLYFORT,NY,14270,,N,3052902095,667564993
881361526,42794-0TB0UT8SE08T,1024064378,JEFFRIES,,LEE,male,1959-01-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2XF3PX2PX71,,01/01/2026,12/31/2099,2497 MAIN RD,,MICHAELSTAD,NY,14219,,N,3052902095,667564993
881361526,42794-0TB0UT8SE08T,1024064378,JEFFRIES,,JENNIFER,male,1959-07-09,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2XF3PX2PX71,,09/01/2024,12/31/2024,5907 PINE BLVD,,NORTH STEPHANIE,NY,14229,,N,3052902095,667564993
137321945,64678-9RE5L21XQ69T,1023222593,CULVERHOUSE,,JESSICA,female,1954-08-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5VT0Q51TK11,,01/01/2025,02/28/2025,2638 LAKE CT,STE 5E,BURGESSTOWN,NY,14232,,N,8112175239,406304617
137321945,64678-9RE5L21XQ69T,1023222593,CULVERHOUSE,,ROBERT,female,1954-11-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5VT0Q51TK11,,01/01/2026,12/31/2099,4354 CHURCH CT,UNIT 5A,EAST ETHANMOUTH,NY,14221,,N,8112175239,406304617
137321945,64678-9RE5L21XQ69T,1023222593,CULVERHOUSE,,KAYLA,female,1954-11-13,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5VT0Q51TK11,,03/01/2025,12/31/2025,5208 RIDGE PL,APT 14C,NORTH JOEL,NY,14245,,N,8112175239,406304617
137321945,64678-9RE5L21XQ69T,1023222593,CULVERHOUSE,,NICOLE,female,1954-12-05,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5VT0Q51TK11,,06/01/2024,12/31/2024,4495 RIVER BLVD,UNIT 20G,LAKE MICHELLETON,NY,14286,,N,8112175239,406304617
195254563,17046-5GV8NG5QL80T,1025346822,BONETTI JR,W,STEPHANIE,male,1954-11-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9KK2NK3JQ00,,01/01/2026,12/31/2099,6844 FOREST RD,,LAKE LAUREN,NY,11708,,N,4094269225,337524913
195254563,17046-5GV8NG5QL80T,1025346822,BONETTI JR,F,JOSEPH,male,1954-05-07,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9KK2NK3JQ00,,03/01/2025,12/31/2025,2611 SUNSET BLVD,,EAST SUSANSTAD,NY,11789,,N,4094269225,337524913
179114873,71120-3PX7LC3PQ33T,1025957815,HARRIS,P,SYLVIA,female,1980-07-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3TJ0QG4YK04,,01/01/2026,12/31/2099,1895 JEROME RD,,EAST KEVIN,NY,14283,,N,3242639899,384802848
179114873,71120-3PX7LC3PQ33T,1025957815,HARRIS,D,JAMES,female,1980-12-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3TJ0QG4YK04,,06/01/2025,12/31/2025,5888 FULTON RD,,SOUTH LAURIEMOUTH,NY,14259,,N,3242639899,384802848
168895439,61904-3MC5R35VL05T,1023222979,DENNIS,,KATRINA,male,1970-04-03,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,1QG3Y96GQ86,,01/01/2025,12/31/2025,1058 WASHINGTON TER,,NORTH CASSANDRASTAD,NY,11201,,N,6583947195,824292717
168895439,61904-3MC5R35VL05T,1023222979,DENNIS,,TERESA,male,1970-05-11,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,1QG3Y96GQ86,,01/01/2026,12/31/2099,4406 MILL TER,,MARCVILLE,NY,11223,,N,6583947195,824292717
205447091,37382-0D42CS4SW28T,1023484833,LOPEZ,,ELIZABETH,male,1962-04-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8H01RW5PF93,,06/01/2024,08/31/2024,6314 FULTON PL,,WEST KENNETH,NY,11210,,N,1455081726,467348246
511755012,73651-8J92SI1PT81T,1023236455,MACK,C,ELIZABETH,female,1939-10-10,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,8N27JM5YW38,,01/01/2025,12/31/2025,8218 LEXINGTON BLVD,,MILLSFORT,NY,14248,,N,2269567005,384802848
511755012,73651-8J92SI1PT81T,1023236455,MACK,F,ROBIN,female,1939-09-21,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,8N27JM5YW38,,01/01/2026,12/31/2099,4862 LINCOLN WAY,,LAKE SHANNON,NY,14288,,N,2269567005,384802848
270838665,81429-7ZG5RM1JE54T,1023236457,PANNOZO,,EMILY,male,1963-01-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7DC3YQ6QX98,,01/01/2025,12/31/2025,1574 OAK WAY,,JEFFREYFURT,NY,13244,,N,6130549963,371001847
270838665,81429-7ZG5RM1JE54T,1023236457,PANNOZO,,JEREMY,male,1963-08-27,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7DC3YQ6QX98,,01/01/2026,12/31/2099,4090 BROOK LN,,TAYLORFORT,NY,13204,,N,6130549963,371001847
270838665,81429-7ZG5RM1JE54T,1023236457,PANNOZO,,MICHAEL,male,1963-03-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7DC3YQ6QX98,,05/01/2024,12/31/2024,8431 LAKE DR,,NORTH ALEXANDRABURGH,NY,13292,,N,6130549963,371001847
756021646,16375-7R63ZJ9CR06T,1023236626,GREEN,,CRISTINA,female,1959-01-27,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1V74TN4XY85,,01/01/2025,02/28/2025,8940 FOREST DR,APT 18D,LEEHAVEN,NY,14243,,N,8112175239,406304617
756021646,16375-7R63ZJ9CR06T,1023236626,GREEN,,MEGAN,female,1959-08-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1V74TN4XY85,,01/01/2026,12/31/2099,8864 CEDAR LN,UNIT 2B,WASHINGTONVIEW,NY,14251,,N,8112175239,406304617
756021646,16375-7R63ZJ9CR06T,1023236626,GREEN,,ANN,female,1959-09-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1V74TN4XY85,,03/01/2025,12/31/2025,9121 MADISON BLVD,APT 20D,VICKISTAD,NY,14256,,N,8112175239,406304617
756021646,16375-7R63ZJ9CR06T,1023236626,GREEN,,ERIC,female,1959-05-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1V74TN4XY85,,06/01/2024,12/31/2024,6255 ELM TER,STE 1C,SOUTH CHARLENE,NY,14266,,N,8112175239,406304617
654138388,74121-0WX5VT6AN11T,1023485200,THREET,G,MADISON,male,1975-06-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6AJ9MX5RN46,,01/01/2025,12/31/2025,6793 MILL CT,APT 4C,DAVISSTAD,NY,14217,,N,8606225354,384802848
654138388,74121-0WX5VT6AN11T,1023485200,THREET,C,WILLIAM,male,1975-09-09,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6AJ9MX5RN46,,01/01/2026,12/31/2099,4383 TREMONT PL,STE 12F,EAST SARAHBURY,NY,14232,,N,8606225354,384802848
654138388,74121-0WX5VT6AN11T,1023485200,THREET,E,TERRI,male,1975-06-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6AJ9MX5RN46,,07/01/2024,12/31/2024,9503 BOSTON CT,APT 10C,WEST KAREN,NY,14248,,N,8606225354,384802848
886179013,42288-2B53XP4TR49T,,KHAN,P,MATTHEW,male,1951-05-02,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,9F10GT9MY19,,08/01/2025,12/31/2025,5899 AMSTERDAM CT,,PORT JANETSIDE,NY,11075,,N,3149191566,246400516
751140520,90712-6FL9OU3RH73T,1023236542,BROWN,,STACY,female,1960-03-05,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9JD4EY1WA91,,06/01/2024,12/31/2024,3861 ELM BLVD,UNIT 5G,WILLIAMSLAND,NY,13232,,N,2587981835,371001847
740621061,52732-9GE5OC9RX77T,1023236430,BOFILL RIUMONT,D,ELIZABETH,female,1932-03-15,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,5KT7EG7WG40,,01/01/2025,12/31/2025,3190 WASHINGTON PL,,LAKE DAVID,NY,14617,,N,7519739778,667564993
740621061,52732-9GE5OC9RX77T,1023236430,BOFILL RIUMONT,P,JOHN,female,1932-12-16,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,5KT7EG7WG40,,01/01/2026,12/31/2099,4597 FLATBUSH DR,,CHRISTINASIDE,NY,14665,,N,7519739778,667564993
577285194,27853-6YS6QB9RG27T,1023236435,KWILOS,H,JESSICA,male,1969-07-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4CN1KF6WD91,,06/01/2024,07/31/2024,8143 LAKE RD,,SMITHLAND,NY,14077,,N,8700033313,786732152
260976186,33605-1G38RG9JT29T,1023236500,BENZ,F,LISA,female,1959-01-05,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5K21YK2QW18,,01/01/2025,12/31/2025,9261 RIVER TER,,EAST LISA,NY,14057,,N,8700033313,786732152
260976186,33605-1G38RG9JT29T,1023236500,BENZ,J,SONYA,female,1959-02-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5K21YK2QW18,,01/01/2026,12/31/2099,517 FOREST PL,,MOLLYSIDE,NY,14042,,N,8700033313,786732152
260976186,33605-1G38RG9JT29T,1023236500,BENZ,T,JASMINE,female,1959-01-14,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5K21YK2QW18,,06/01/2024,12/31/2024,5032 VALLEY BLVD,,KELLEYTOWN,NY,14005,,N,8700033313,786732152
972107678,23632-9U00GT9FV98T,1024801941,LITTLE,W,LAUREN,male,1944-07-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6Y49DX0AM42,,01/01/2025,12/31/2025,1054 PELHAM ST,,SOUTH LARRY,NY,14352,,N,2448951313,684633220
972107678,23632-9U00GT9FV98T,1024801941,LITTLE,T,DONALD,male,1944-08-05,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6Y49DX0AM42,,01/01/2026,12/31/2099,1390 BROADWAY LN,,WEST RONNIE,NY,14373,,N,2448951313,684633220
972107678,23632-9U00GT9FV98T,1024801941,LITTLE,L,WILLIAM,male,1944-06-06,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6Y49DX0AM42,,06/01/2024,12/31/2024,7789 HILL DR,,PEREZSHIRE,NY,14303,,N,2448951313,684633220
493684747,84749-8Z97T78XP97T,1023236406,JONES,,KATHRYN,male,1959-08-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4D75W01TU61,,01/01/2025,12/31/2025,3827 WASHINGTON CT,,SOUTH KATELYNSTAD,NY,14294,,N,2305922034,384802848
493684747,84749-8Z97T78XP97T,1023236406,JONES,,PETER,male,1959-04-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4D75W01TU61,,01/01/2026,12/31/2099,2852 JEROME PL,,UNDERWOODHAVEN,NY,14238,,N,2305922034,384802848
493684747,84749-8Z97T78XP97T,1023236406,JONES,,SHEILA,male,1959-12-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4D75W01TU61,,06/01/2024,12/31/2024,5998 LINCOLN LN,,ANDREWFORT,NY,14278,,N,2305922034,384802848
376839831,61053-1RA2S73QS79T,1024801540,WALKER,,DALE,female,1958-05-09,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1VM2J26JJ85,,01/01/2025,04/30/2025,8108 HILL PL,,SANCHEZTON,NY,14281,,N,2569949560,684633220
376839831,61053-1RA2S73QS79T,1024801540,WALKER,,LISA,female,1958-05-12,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1VM2J26JJ85,,07/01/2024,07/31/2024,8499 PINE LN,,EAST MICHAEL,NY,14222,,N,7696832140,684633220
376839831,61053-1RA2S73QS79T,1024801540,WALKER,,EMILY,female,1958-02-23,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1VM2J26JJ85,,08/01/2024,11/30/2024,5688 MILL CT,,WEST ROBIN,NY,14247,,N,2569949560,684633220
376839831,61053-1RA2S73QS79T,1024801540,WALKER,,SUMMER,female,1958-10-02,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1VM2J26JJ85,,12/01/2024,12/31/2024,9366 VALLEY ST,,LAKE JOE,NY,14271,,N,2569949560,684633220
951184574,13260-3WW9F18LX04T,1023236370,SMITH,R,LAURA,female,1977-07-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7AY8V34NG53,,01/01/2025,12/31/2025,6112 BROOK CT,,NORTH STEPHANIEFURT,NY,14691,,N,7519739778,667564993
951184574,13260-3WW9F18LX04T,1023236370,SMITH,F,GABRIEL,female,1977-08-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7AY8V34NG53,,01/01/2026,12/31/2099,9813 LINCOLN ST,,GRAYBURGH,NY,14691,,N,7519739778,667564993
951184574,13260-3WW9F18LX04T,1023236370,SMITH,W,JOSEPH,female,1977-11-05,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7AY8V34NG53,,06/01/2024,12/31/2024,7875 FOREST ST,,WEST ANDREAPORT,NY,14688,,N,7519739778,667564993
277262515,63136-8RW4X77NX99T,1023236483,GAJMER,,DIANE,female,1959-02-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2VY5G63UG92,,06/01/2024,09/30/2024,2224 RIDGE LN,,JOHNNYMOUTH,NY,13273,,N,6130549963,371001847
167557051,74878-1Y94EM5UM16T,1023236632,LOPEZ BENIQUEZ,G,MARCO,female,1955-01-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2C59XQ7FH29,,01/01/2025,08/31/2025,2392 BROADWAY CT,,EAST ADAMSTAD,NY,14661,,N,7519739778,667564993
167557051,74878-1Y94EM5UM16T,1023236632,LOPEZ BENIQUEZ,R,ERIK,female,1955-09-07,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2C59XQ7FH29,,01/01/2026,12/31/2099,5611 MAIN BLVD,,NORTH REBECCA,NY,14698,,N,7519739778,667564993
167557051,74878-1Y94EM5UM16T,1023236632,LOPEZ BENIQUEZ,P,NICHOLAS,female,1955-01-14,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2C59XQ7FH29,,06/01/2024,10/31/2024,314 MADISON AVE,,MARIABOROUGH,NY,14631,,N,8371019836,667564993
167557051,74878-1Y94EM5UM16T,1023236632,LOPEZ BENIQUEZ,F,SANDRA,female,1955-04-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2C59XQ7FH29,,09/01/2025,09/30/2025,7110 FLATBUSH AVE,,NORTH MATTHEWTOWN,NY,14611,,N,7519739778,667564993
167557051,74878-1Y94EM5UM16T,1023236632,LOPEZ BENIQUEZ,R,BRENDA,female,1955-05-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2C59XQ7FH29,,10/01/2025,12/31/2025,657 JEROME WAY,,ROGERSSIDE,NY,14617,,N,7519739778,667564993
167557051,74878-1Y94EM5UM16T,1023236632,LOPEZ BENIQUEZ,J,KRISTINE,female,1955-04-27,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2C59XQ7FH29,,11/01/2024,12/31/2024,9569 FLATBUSH ST,,RAYMONDPORT,NY,14676,,N,7519739778,667564993
403745954,88095-1U62VA4TW25T,1024801231,DORMAN,,AMY,female,1968-12-16,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,8Y92ME5MF21,,01/01/2025,02/28/2025,7804 MAPLE LN,,EAST VERONICAVILLE,NY,14291,,N,9765744226,684633220
